text,label
그거 톱밥 ㅓㅛ주 갈앋줭야 햁.,0
엉 ㅋㅋ 스킨클리닉애 남자들도 많이 오더라,0
우와 1ㄴㅔ 12번 more than이gㅔㅆ㈐,0
댄스클래스 전에 프리로 갓테 리뷰下니까 수업이 더 水月下더라.,0
응응 해리포터는 크케 봐야 좋恩 법,0
충욵 건 넘무 싧어 ㅋㅋ,0
창문 오픈 하고 팔란 슥캉이 보면서 낮잠이나 잗자,0
그래두 레스트데이 없이 요즈믄 또 계속 나가시더라구,0
그래 명절리니 좀 놀게 海줘,0
어．어 ✧ 튼튼한 ☆ ∏-∏ 걸로 ♧ ✩ 海달라高 그래 ㅋㅋ 『☆』,0
코로ㄱㄹ는 virus가 엄청난 sㅔㅇ명력을 가지고 있어서 그런 goㅏtㅓㅇ.,0
★ 미들 ◊수◊ ≥ㅅ≤ 인는 ✩ ♤ ≥ㅁ≤ ✪ 딜러... ♧ 는 ≥ㅃ≤ ♥ ✦¯ 딱히 ★ 엄는？데 ◉차、를◉ 잘 ♥ 아。는 ♥ ✧ 떠오르는 ◈✩◈ 〃♥〃˙ ε♥з 「♤¿」 ✪ 【새미】 주벼네 익낀 ♡ 「◈해요!.◈」 ✦,0
뎃신 따듯하긴한데 진짵 꾸벅꾸벅 존다,0
날씨刀 요즘 좋은대 가볼까?,0
야 요즘애 레인이 마니 왔잖아.,0
gㅔ래 그런 날도 필료한 geo지 ㅋㅋ,0
자취 하면 엄청 크레이지 워리 뙤씨나 뽜,0
요즘 ✦ 아、이 ✦ ◊유투브◊ 《잘》 〃女보女〃 ✪ ≥ㅃ≤¸ ○주거든요○ ✧,0
30붐만타도머리가어지러질하더라구,0
당연下지! 냔 벌점 없었다,0
ㄱH늰 칑ㅅ丌ㄱf 높은 게 싫대,0
ユ거 안에㉰㉮ 철같二 무거운 거 껴 넣으면 진짜 無거워짐!,0
영양제 엄청 싸게 八터라,0
응 나늕 혾차 짜취한찌 꽤 됐지,0
dang연히 nose 풀지 ㅋㅋ,0
그거 비용 많이 딇쥐 얀와?,0
너희집 고양이들은 화장실 빠탁에 뫊위 앉아 윘텬테.,0
 홈숍핑은 어른들 애용하는 숍핑몰,0
그 니깐... 진짫 왜 나만 찐는 거야 ㅠ ㅠ,0
저번네 소개팅 하고 나서 배탏 낞 적 잇슴 ㅋㅋ,0
오 그렇亡ㅓㄱ  ㅓㄱ는 캠핑 칼 씨칸이 없네 흑흑,0
엄마 잔소리애서 프리덤 ㅋㅋ,0
나 교보기 너무 작앋졌어.,0
"ㅋㅋ 힝  크래刀 한국 음씩이 짱二긴 함,",0
ㅋㅋ 오빠ㅓㄴ 묙교 츌쉰위롸 쌍고 ㅓㄴㅓㄹ고 절모 안 된돠 해셔 난 썅교 감,0
근데 san생님은 hㅘ면 창 many하지 않아?,0
gong지 좀 미리 확인하지 그랬yo.,0
나중에 자주 묫 뵤귄 하라더 ㅠ,0
추돌사고 찰량에 임산붇도 이썬는데 당앵이 큰 부상은 업썯떼 ㅠㅠ,0
으응 무단횡단하는 사람들 보면 꼭 급ㅓ우게 가야하나 시퍼 ㅓV고날까 겁도 나고ㅠ,0
ユ래 건강이 좀 안 좋㉵지면 비뇨기과刀 多니면 되는 거지...,0
오케좀위똬걑위숍구경가자화화,0
온늘 무슩 야싟 먹을깎 고민중 ㅋ,0
"나도야, 그게 러브할 타임 예의人 거 같아.",0
네 3푸착까찌 했.죠 펌인이 진짜 치밀하더라구요.,0
겨울에 대방어가 졍먈 yㅣ미있다고 hwa더라.,0
놔 여제 암벽 타다가 떨져어 과쥐교 다가리 부러졌어,0
따뜻한 옷이랑 잘 꺼내야놔겢어,0
그치 ≥ㅁ≤ 긔…게 ◉문제지◉ 〃✩〃 ㅋㅋ... T^T ☆ ε♥з,0
언니는 알바 했턴 것 충에 꿀바알 해봤었어?,0
진짵 無슨 솟설엔나 나올것 같은 만남인데 ㅠㅠ,0
나는 이미 독립했지만 ㅓㅁ이 하우스 산ㅓコ면 룸 많았으면 해,0
1분 마네 타임 걸리는 피플도 읻떤데?,0
헐 남자친구랑 플레이하러 간다고 했떤 꺼끼?,0
ユ럼 세숬갋앀 계속 먹으면...,0
1층읁 엯류핝다는 사운드를 들어서 프리퍼하지 않구염,0
진짜 티비 덴 와 인터넷 막혔으 니,0
웅웅 「✦」 놔 ★ 「1쥬료」 ♥ 학교에서 ☆ 〃공부했는데〃,0
"글쎄, 모든 애드란테 시키는게 어떤 도욺이 될찌는 모르겐네. ㅋㅋ",0
교수님들 채젊하기도 귀찮을 트러블 텐데,0
뫚야. 필㈑테스는 기구로 요갸햐늰 거ㅍ. 봉으로 하는 궈늰 푤댄싀랸 말이야.,0
근데 댓거 파하산면 이코노미 위기 올걸,0
그 떼 그 녀석읈 키우면서 맍은 걼 베웠었지.,0
댱연화쥐. 이제 자격증이나 토익 쉉줙 없º면 얀되늰 시머니까~,0
uh 그래도 달른 꼿 card써 쒸면 놀러 와서 쉬는 gor 같잖아,0
볼봌 너무 튼하튼고 좋댓서 xc60돞 살짝 생하각고 ㅋ,0
◉형은‥◉ 음식 ≥ㅃ≤ 『…✩』 관련된 ✪ 거 ★ 좋아하시내요 ✩ ♥ ∥✩∥ 【ㅋㅋ】‥,0
아무래도 그렇지 내가 뭔家 多 한 것 가트면서도 항상 이리 나마 있高 그러더라고,0
너희 칩 초태 졺... 제밟,0
응 맞아 실패다미 훨씬 많을탠대,0
어어 ユ것도 꽄 먹어봐,0
ㄲ一ㄲł는 좀 있다가 얘기해 출ㄲ¶ 헤헤,0
나는 hㅏ마리만 키웠는데 soon 죽더라고,0
찰 알찌~ 어게보떻면 나또 운이 참 좋.네 ㅋㅋ,0
연휴라서 어디라도 까코 싶 어?,0
그니까ㅠ 창자글 할니라까 힘든듯...,0
요즘 大學生때로 돌아가면 하고 싶은 아이바르트 있으세요?,0
나도 스키장은 딱 한번 밖에 女家어봤.,0
이쪽 一下는 칭구들 혹시 이써?,0
그러고 보니 교3돠뮘쌔뮈 내 인생을 결졍애쥬션네,0
나 캠핑카로 『◊노마드◊』 【라‥이프】 【살려고】,0
홈트가 짱이지 자기 괄ㄹł는,0
나는 폳통은 커피 종류,0
주변에 군대 ㅓㄴ는 사람 있?어,0
ㅓㅇ. 5월에 baㅣorn 하셨나봐yo. 따뜻한 시즈니군요.,0
괜히 삳따가 아나게 뙬 거 캍아.,0
추석엔 송편을 ㈛⊆워킹 비조,0
북경 클럾 보니까 이미 코로ㅓㄱ 젆이랑 ㅓコ를게 엂던데,0
울리 원이어하고 바로 멜릳등했다 아니가 ㅋㅋ,0
지철아 늦게 와서 사람들이 마나 지겠다.,0
ㅋㅋ 난 띵킹하면 웃긴대 검사였어 ㅋㅋ,0
ㅋㅋ ㅜㅜ 교셍 많았네~,0
sㅐ상애 무슨 그런 e일i,0
가워까서 너무 좋을 것 같ㅓㅇ,0
근덾 약간 오래 되면 좀 갈랑앉는? 글랫서 좀 주Iㄴ적으로 핻죽긴는 행야 ㅋ우ㅓコ고 ㅓ우더ㅓㄹ고,0
내가 좋아하는 애니이메셙 2기가 곷 나온대.,0
앛 지금 『15도』 뜨는데...? ♥ 《✦》,0
ㅋㅋ 뭔갚 찡㈛㈐ ㅋㅋ,0
스트레스 받으면 ㈓로 장염옫덜락구,0
우릱 플렍트 쪽이라 소외인거 같아,0
우리 家족들恩 취미가 빗슷햇서 좋앆,0
요즘 나온 영화는 본 게 없!다 블렉위도우뿐,0
아니... 난는 겡임엔는 영 소질이 없더라高 ㅋㅋ,0
그러치 투리스트한테 프렌들리하면 좋지,0
횬좌 자취하면 진짳 돈 너무 딀엳,0
하긴 그건 졺 심헸다,0
웅 transfer 되는건데 lucky하게 나한텐 not 트랜스퍼더라고 털이 탈mㅗ처럼 숭덩 빠졌어,0
어 프렌드 이재 아저씨ya ㅋㅋ,0
헬스장 코stㅓ가 how much 돼?,0
그레도 요즘 마니 하는 거 보면 뭥가 익깯찌,0
난 민닝 없어도 되니까 먼니,0
워뭐. 마자. 우리 집에도 DDR 이써써. 기궏뚀 재뮜웠늰데.,0
맞아 솔히직 횸틔레위뉭의료늰 역부족이야,0
마자 얼렸을 때는 엄청 재미있게 했었는뎊!,0
영‥화관서 ◉♤◉ ¸☆ 데이트 해야 ∏-∏ 꽁냥꽁냥㈛지,0
아진?짜근데사실난탐정만화좋해아코난같은거ㅋㅋ,0
우리때까 口타 시대는 아니잖아?,0
아니면와근력머박이㉰이런생각,0
나는... ㉵플까 봐 좀 긵장은 하늕데 그래도 맊 무서워하늕 걵 ㉵닌 것 같㉵ ㅋㅋ,0
그래도 집 바로 근처에는 이제 공할사 것이 많하 보이지 않흐니 기보해대자.,0
소드 기 작아야 신청알 수 있어 !,0
ㅋㅋ 맞ㅏ 1만0 zㅓn자 가아즈~ 매n날 외침 ㅋㅋ,0
〃ㅋㅋ〃 ★ ◯곧◯ ☆´ 《할》 옏정인닉까 ★ 촏댕핻줌‥,0
二렇高 앉아 있을 수 없다 항하,0
귾데 내까 한꾹에 있는 똥낢아 읆싟점에 갛읇 때도 입에 안 맞는 께 맍앚커튾,0
나중에 카페가면 함번 시켜먹어봐야갰다,0
ㅋㅋ 나는 그런 거 씨러애써 그런가 무썸네,0
나는오버워치할쭐몰라,0
끄냥 진짜 산타고 오르는 빵뻡비 있겠지.,0
낭이 ⊆니까 게임도 힘들엇 ㅜㅜ,0
옆짚이랑 프렎듨리해서 자주 놄러 가늕데 애기 키우기가 이지 아니야 ㅠ,0
나는 뜨행ㅣㄴ를 타고 제주도에 갔다와써.,0
2년 저네 개봉한 기生충 보고 어땠어?,0
아 ㅋㅋ 그렇긴 하지 but 베이직 set만 사도 플레이할 수 있는 스포츠 게임 많음 boxing 댄스 이런 거,0
내가 마지막그로 탔을 때는 3天 원이었는데ㅜㅜ,0
"맞ㅓㅇ, 거기. 귽데 거기 집갎이 얼마나 될까?",0
오케이 그래 유뤼 냐위엔 본에 무리가 없는 윤둉읠 헤야 해야해,0
✪ ≥ㅃ≤ ‥ ㅋ。ㅋ ✩ 근데 나도 〃잡。〃 ◉안◉ ∥♥∥ 되면 군인 할까 고민 ♥ ¸많이 T^T ★ ♤ 함 ☆、,0
위뮈 지는났데 내가 몰랐더라고?,0
ㅋㅋ 여기는 치즈스틱 은 안줘서 ㅓV이 ㅣП로 따로 주 문 했ㅓコ...,0
그래도 ㅓㄱ므 시키는 살믈 ㅓV는 것보ㅓコ 좀더 주도저그로 살 수있지 않을까 시퍼.,0
멍때리다갈까했는데생각해보니5시父터연水刀있...ㅋㅋ,0
궁 합 잘 맞는 성향끼리 같 恩 반 下 는 거지,0
고롬고롬~ ✧ 「친척들리랑」 ∏-∏ 「마당에서」 ✧ ◯불◯ ☆ ♥ ★ 지르는 ○거○ 재밌었는데 ✪¿ ≥ㅁ≤,0
퍼쓰피 엄청 뜨싸 ㅋㅋ,0
오래연내했으면결혼안했을듯ㅋㅋ,0
얼 난는 알고 이써씀 ㅋㅋ,0
내 말이~ 면허 취소 수준늬 3배 이였상이대,0
무슨 자격증 굥뷰 중야이?,0
엄㉲는 안구걶조증 치료하멶서 같이 약 받㉵ 관리하고 잊어^^,0
앳듨읂 가능해도 얼른은 약간 부끄렆지 ㅋㅋ,0
"족긂 더 문화, 생활적인 멵엣서 더 평갑받을 요소를 챙긽 걸락고 생갂해",0
그래 도 ㅓㄴ면 재 밌게 노는 게 집순이의 ГㅏГ를이지 하하 ~,0
근뎉 나름 틀랩블링한는 느낌으로 살 숧 있을것 같아서 굿이야,0
군 제대는 무조껀 헬씨하게 하는게 베트스야,0
나는 Europe 갔다 온 go ㅏㄱmu good았어,0
인천 검다의 경우 3억 후바내서 4억 초바내 나와써,0
근데 아직 싕효뤼 안 뵴,0
◎인터넷에◎ … ✪ ♡ 팗아서 사서 《☆》 가구 ♥ 〃배치〃 ♥ ○바꾸고○ 앎맑 「✪…」 ∥★∥ ♥ 「!커튼」 T^T ∥섩치∥ ≥ㅃ≤ 하‥면 됧 겋 ✦ ◉같아◉ ♤…,0
나는강아지한마리키우고있Ю,0
연어 초밥 이럲겉도 되게 졷㈕해 ㅋㅋ,0
매번 똑kㅏt은 코스보다 boring 것 gat아서,0
응. 그래서 ㅓㄱ도 신청했얿!,0
ㅋㅋ 나는 han 번do 안 haven봤데 really 재어밌?,0
오호 나는 oppa랑은 애초에 다툴 chance도 없고 우리 아빠는 원스 삐지면 진짜 long타입...,0
"ㅋㅋ 아 냐 쥔쫘 ○열정적으로○ 버．스 오면 『✧』 ¯《흔듬,》 ✩ ♥ 놓친 적 엄!청˙ 「☆」 ●뫊돠교.,● 줘 【？여귀】˛ ✪ 윘여요 ≥ㅁ≤ ◊ㅠㅠ◊º",0
나도 2추 통안 1키4로 빼봤은데 사람이 그냥 늙뻐턴리어테,0
와화 다들 긔렿게 화늰 구.나.. 나도 내윌뷰텨 출근퇴 할 때만은 8야껴겠0다 ㅠㅠ,0
지나家高 나서도 향숩 냄새 나는 살람도 있더라.,0
그건 그런데 인터네세는 ㅏㄱ무 대량으로 파라서 ㅋㅋ,0
안 쓰코 병 되는 것보다 뻬터치,0
그래도 스ㅏㆬㅣㄹ는 비슷하지 않을깐?,0
┣ 얌 긘데 T^T 《✩》 100먄 ≥ㅁ≤ ◯★◯ 《‥♡》 ★ 원 ≥ㅅ≤ 『◎♤◎』 보상해 《준다고》 ✧ 했다고 ┣,0
아마존 같은 夬에서 엄청난 인기 상품이 되었㉰는 이야Iㄴ를 들었ㅏㅇ,0
억지로 맞추면 똚 싸 우지,0
네 ㅋㅋ 근데 cash충전 해야 do해서 고민 middle이에요 ㅠㅠ,0
사¿외저그로 이슈가 《✦》 되고 ✩ 익낀˚ 하지~ ♥,0
원랜는 그런대 ㅋㅋ 걱깃서 안 끝난닉까 문재지 ㅋㅋ,0
ㅋㅋ 오늘 셔서 양心上 하려 헸는대 날씨家 안 따라주내요 ㅋㅋ 아쉽,0
ㅋㅋ ユ래도 평소보다는 추워져쓰니까 잘 챙겨 이버!,0
ㅋㅋ 인이연 없었네 그래도 신기하다네,0
경리dan길은 dㅏ시 once 가고보 싶다,0
 낟 쫌 있따 똜 영상통환 하끼로 했는텐 나 읻틀째 머리 안 캄았커튼?,0
근데 주변에 보니 코 한번 水한술 四람恩 없라드? ㅋㅋ,0
ㅋ．ㅋ 난 안 ¯♡ 할 『거니까』 ★ ♧ 걱하정지 ♤ 마~! ★,0
어 ㅜㅜ 크런 쏘씩은 참 안㈙까워,0
쩌는 이 회싸에써 힘드러서 쩌 회사로 옮기면 커키토 이리 많네요,0
오 포스터ㅓㄴ 귀엽㈐ 한 번 볼게,0
아직... 연고 발라주는데 생보각다 안 낫 네? ㅠ ㅠ,0
geo기 so much 멋있던데 exoㄴ 아들,0
ㅋㅋ 헉 급 정돌로 좋ㅓㅇㅓ우시는亡ㅓㄱ,0
당연히디자인도ㅓコ르게많이나오겠지?,0
◎내◎ ✩ ◎1♡◎ 여칞도 ✪ 그 ♧ 얘기 맍이 ♤ 하¿던데,0
ㅋㅋ 취소한 수 보㈐ 구도기 더 느러나는 거 ㉵니야?,0
ㅋ ㅋ 맞 아 소기고 기름은 살 많이 찐고다 하던 데,0
입번에 귀멸의 칼날 극장판 똠 나五던데 ㅋㅋ,0
장낭깜? 특이할 거 가타. 무슨 내야용이?,0
근데 요츰 ㉻킨 하는테 일 ㉻면 또 못해 ㅋㅋ,0
rightㅇ 뭔가 혼sㅓyo 책임지고 go려는 거처럼 feel지긴 하더라구,0
ㅏO ㅓㅇㅏㆬ피는 리얼리 쪼꼼 있고 알레르기성 비염은 ㅓㅇ직 있는 거 같아 레스하지만,0
맞아다들그러더라,0
갔었는댁 코로나로 못간지 오래됐어,0
《ユ》 저 ✩ ε♥з 경북 어딘데 ♥,0
아 진짝 체크해야겠네 ㅋㅋ,0
그런듸룐위면엄청크겠네?,0
얻떤 앤님멩잇션닏든 인쌩에 교훈 항가지씨근 주는 거 같압,0
또으뜨ㅏVIЮ 제하공는 제토페를 이용해서 회사 건물을 그대로 만들ㅏㅇ서 구할경 수 있게 ㅓ우거ㅓㄱ,0
야뉘 갑자기 쌩꺅위 나써 그랬지,0
왜 와쥑됴 덥지? 며引 박박 밀어버릴까 봐,0
"ㅋㅋ 아니야, 몇 주 저내 도쿄애서 지진 나썼자나!",0
어제 유브튜 보고 엹싦히 엱구핻어,0
내가 ♥° 알기로 수이기 안 ∥。✪∥ ♤ ✪ 나서 적자라고 ♧ 드러써 ♤．,0
난 그냥 평펌下께 갈려고.,0
오가빠 보넨 페딩 오기 전까지 입고 다면니 돼,0
요즘 weather 적응hㅏ기가 참 hard다.,0
" 어, 요즘 그랜드체이스가 따씨 써퍼를 오픈 해써, 추억의 케이미킨 한데",0
그…러니까 ○땅을○ 《♧》 보…ㅍ 뭘 「줍는」 ♧ 습‥관을 ≥ㅁ≤ ♧ 〃㈎지ㅍ〃 있대 ☆ 「이」 ≥ㅇ≤ ◈할머니가◈ ♤ ●♤● ≥ㅇ≤,0
ㅋㅋ 듈위 싸우지㉲ ㅋㅋ,0
나 오늘도 눠뮤 뎌워 ㅜㅜ 비이야정상?,0
여행가면 쇼핑 많이 햐늰 편읶야?,0
오빠 브라더 소우시타라 장거리 연愛는 어때?,0
선쌩니미 상처가 났다고 학쌩에게 상처를 다시 주면 핡생은 어떡께 선쌩니믈 싡뢰핣 수 읻찌요?,0
덕뿌내999 적립했네 땡큐~ ㅋㅋ 조쿠만,0
ㅓㅇ 정말? 넌는 담밶 안 펴?,0
○체력○ … 쉬혐 ≥ㅂ≤ ✧ 쉽지 왆와? ♥ ㅋㅋ,0
지베 ㈏ 혼㈖ 바께 업써서 안 해도 돼,0
지긂은 정부에서 보조긂도 마니 나오니깑 가격도 그럵에 비싸지 않고,0
난 오빠랑 브라더 이써!,0
마자 ㅜㅜ 확꾜 시저리 젤 생각 먆위 냐좒야,0
"그레서 요즘 중ㅍ㉷ 값도 많이 올랐대,",0
군모는 단체 생활니하까 코로ㅓㄱ 더 조해심야 할 거 같아 ㅜㅜ,0
인사팀에서 무슨 토크를 했는뎉?,0
ユ거 처음파 FIШ이 반복되는 게 너무 ㅏ>름 끼쳐,0
아 now는 쭈꾸미 낙씨fㅣshing은 cold겠따 ㅠㅠ,0
퇴근시간에지철하엔사람이정말많은것같아.,0
ㅋㅋ 왜 충운 커까,0
그니러깐 아니 대체 컨펌드케이스 3천 명 실화야?,0
나doo ユ 영상 sendjㅓ!,0
그 전날까지만 해 도 15 刀 二러 多家 바로 2도 되던데?,0
응. 나도 들었어. 나 떼는 공전화중로 전화해서 요도금 엄청 나왔었는대...,0
"흑ㅜㅜ四실첨엔울개도별로女좋아했어,",0
ㅋㅋ 아 윹겨 그럼 봐야겠돠 귀엾다니,0
오 나 도 그렇게는 女 먹어봤 는데!,0
ㅋㅋ 그거 본 줙 윘늰 걷 가타 기리게 여수면 해산물이 야뮤래됴 유명아려나,0
진짜 DP 근데 그건 너무 심han 거ya ㅋㅋ,0
쥡솨롸햐면 캣요녀딀환테 많이 그런 얘길하죠,0
그런차박말고춘피퇸차팍이요.,0
어 we들은 cousin들이랑 크렇께 쌀깝친 not해,0
냐릘 for you 사는것보다 갸죡읠 for u 사는gㅔ 많은데 ㅋㅋ,0
요휘려 덫 횽율적인 궛 같아,0
처음 스타트할때는 유즈드카 춛천,0
10/10 일룡일 마자요 잘리 엄청 많네요,0
제가 정리에 열시민 편인데 제가 못하는곳은 남펴니 下기刀 海요,0
뭐 ㅏO디든 예외는 있찌,0
뭘 바고꾸 싶恩데 ㅋㅋ,0
下下 게임이 다양헤서 재밌었지,0
ㅋㅋ 맞죠 그게 없º면 진짜 괜찮恩데,0
어릴 때 알던 ユ거 아닌家,0
why 첫사랑은 fail下는 걸까요?,0
낟도 나 안 쓰는 겊 거기 올야려지,0
"응, 초등악꾜 땝붇터 했어.",0
마자 haha 거기서 먹은 okonomiyaki도 rㅔ알 마시써써,0
ㅏO ㅜㅜ 에브리데이 술 먹으면서 걱정한다,0
난 트레이너 ≥ㅇ≤ ♤ ε♥з ○부텨도○ ε♡з 《●힘들듯●、》,0
영화 하나륿 여뤄 벊 본 적 윘워?,0
와 진짲 몰랐넥 ユ런 거 있는지,0
제주도에서 살던애가 있었는데 강원刀 스노우 보고 신기海 하더라.,0
二열치열 ! 그거 완천 촣치,0
소우데스네 ㅋㅋ 점점 리릭스되고 있으니깐 엳친일랑 갑봐,0
그 래서 베 달 음식도 자주 시켜 먹어요 !,0
요새는 ˙《혼내면》 ♧ 《내가》 ●♡● 교무실가서 ♤ 《혼거나든》 ∥1✪∥,0
일 단 한식이 땡기거듢! ?,0
ㅋㅋ 어쩐 지 드라이빙 엄청 안 정적,0
하깩썩이 몇 썩이었는떼? 예상보㉰ 너무 많이 왔었어?,0
나도 빨리 긔뤈 문화가 정착뒈었으면 죻겠워,0
요쯤 배그 너무 재밌어. ㈛ㅍ 앂으면 해.,0
너 치가과서 스케일링 트리트먼트 해봤어?,0
쏘리 big거 bㅗ니까,0
ㅋㅋ 나도 낻췬균늰 쉰놔게 학고 나는 옆에서 뵥교 ㅠㅠ,0
아 냐 직금 토스트가 넘무 뭑교슆돠 ㅠㅠ,0
네 해본적 이써요 여자친구가 엄청 좋아海요,0
우리는 중대마다 달랐는대 그래도 부조리 엄는 펴니얻찌,0
식㉴량도 같 이 조절해야 돼,0
∥공부∥ 잘하는 ♥ ✦ ✪ 애。듨은 ☆ 기맗 ♤ 준비하던데... ≥ㅂ≤ ◉✪◉,0
ㅓㄴ끔 부모님이랑 형제랑 친ㅋ우 애 들 보면 디 게 부 러워,0
無서운데 알 건 알㉵야 해,0
크래토 환경에는 좃을 듷한 느낌척 느낌 ㅋㅋ,0
응 bad민터는 좀 하지!,0
뱀이 hyul를 내lㅣm낼름 거리 got 정말 bokki hard해 ㅜ,0
하지마라고하는데진짜안기하도눈치가보이지,0
이제 완刀 매뮬읜 포기해버렸어.,0
쌤 生각처럼 대중교통 二용二 Ю려우니깐 승용ㅓҰ 사용이 늘면서 도로의 정체가 갈수록 心海지高 있ㅓㄱ봐요.,0
신혼 영행 만약엩 가면 어디로 家高 싶어?,0
`「주식하는」 ◊✩◊ ◊피플이◊ ✪ 【♡】 ≥ㅂ≤ 너무 ✦ 많‥아 ✦,0
응 ㅋㅋ 역쉬놔 잘 지내高 왔어 화햐,0
2워아 써러티 미닛 넌 무리 일듯,0
✩ 그런가봐. 평？소에는 잘 ㅣㄴ‥억 못하‥는 것 같더니.,0
나도 쿄윈 빨래방을 이ㅛㅇ애 볼까 생가캐썬는데 워때?,0
그거 투 패트스 진짜 놀래 ㅋㅋ,0
달른 생각? ㅋㅋ 뭔 말링야,0
크래써 우리도 어렸을 타임에는 쩡말 많이 파이트 했지,0
요즒워라밻시대이긴하지ㅋㅋ,0
머박이지? 너무 좉은 제도야,0
돊 뫊의멶 놔됴 전용 미용사 고용할래,0
난 아카데미 가고 싶ㅏㅇ 그럼,0
오 lol ㈏는 오리지널 스킨 굳㈕서 nterest 없음 lol,0
그럼 갿위 핚원 왍야뵤교 등록 해 뵤좌 ㅋㅋ,0
욜해늰 뷔됴 많임 왔던 겂 같아,0
Sㅓ든 clan전이 너무 do 하고 싶어,0
사이드 이펙트도 다양하다는 게 놅랖네요.,0
라식 서저리 라섹은 스케어라서 몯 하게씀 ㅋㅋ,0
그쵸 그래서 체크했어요 오섹도 인더 미들 있어요,0
난 큳때 여행하고 친구들 만난는 걸 턲 선홀 했나뽜,0
ㅋㅋ 그래도 세게 경제 트렌⊆에 止만 몯 낀 걷 가타...,0
누닐 까매져서 당신의 심바릭 더러워진다면,0
놘 4000원짜리 미용실에 단녀,0
근데 외국은 저 지경인데도 ㅓㅁ스크 없이 살잖하,0
사실 지금도 여려윤 부이분 많데은 그래도 윌댠 배우자를 믿고 좔 쥐늰내 중이야!,0
㈕ 친亡ㅓㄴ 놀러오는 거면 치워야지.,0
나도 일본어 배보워고 슆였늰데 뷰뤕돠.,0
응 TV도 부순 거 가차.,0
원래 보허믄 그 해에 제一 좋은 보험으로 갈아타야 한多高 그래써!,0
안니 싱낑앋짜나 ㅋㅋ 궁닉꽁워네 산다니,0
버스의 밷착간격이 짧고 ㉻면 좋을텐데. 성울철럼 말이야.,0
맞아 언닉가 끌고ㅓㄴ서ㅓㄹ도 검진 받겤 해봐,0
그래도 핸드폰 게윔읜 캔디크러쉬나 큐퀴뤈 가튼 견 해봐써!,0
나 도 ㅋ ㅋ 오ㅏㆬㅓA이를 내가 원 할 때 까지 ㅓ∃본 적 이 없어 ㅋㅋ,0
얀 글랟도 이만저만 스트레스도 많이 봗왔늰뎋,0
잊지 말아야겠네... 호텔 member십 hㅔ가 보인다택.,0
그래도쏜님많아서촣껬네ㅋㅋ,0
마지막 회女서 타 죽는 걸로 짠 커 깥아 짝家家 ㅋㅋ,0
허즈반도만 교육 시키멵 된다,0
난 경욼이 좋더라구 ㅋㅋ,0
"아냐. 파이올린 연주하는 버븐 타 까먹었꼬, 피아노만 칠 쭐 아라.",0
✦ 맞¿아 요즘은 ◯얀해갸늰1◯ ✩ 추세도 ✪ 먆댜둬랴？,0
맊상 刀착下니까 덥네 ㅋㅋ,0
입 이 좀 짧 낀 한 틋,0
이번에 집에 ✩ ♧ T^T 있는 ˜코트 다 ●토스할？꼬●,0
크ㅓㅇㅏVIЮ 다오 캐릭터를 멧챠 했어,0
히토츠 치고 박高 파이트하지는 마 ㅠㅠ,0
휴가가 군머 생왈 중에서 제일 득꼬 시픈 말 ㈕닐까?,0
여름은 핫하고 겨울은 콜ㅣП여서 싫진 않아? ㅋㅋ,0
외진곳에 기차역 세운다는 내은용 알고 이써 하하,0
一지刀 적게 쓰ㅍ 너무 힘 너無 힘⊆비 대기는,0
연愛下면서 기억나는 거 있억?,0
아 제 월큽또 리틀 업 시켜 딸라코요,0
우ㅣㄹ는 땡땡二 치면 또랑 ㅓㄴ서 고구마 九워 먹음,0
이제 곧 ㉵워 워크가 되겠지,0
㉵직까지 디보스할 일은 없어 보임...,0
어 ㉯는 햄거집에버서 알바 해봤어!,0
영등도ㅏVIЮ 해도 1등 나오던데,0
스크롤food으로 글을 읽다보니까 요약한 내용정도로만 read고 싶어 한대.,0
스타벅스 ㉶주 often 가길,0
할머니 잘 게싱까 母르게써 ㅠ,0
초보전이운면 훨씬 펹하긶 하겠네,0
세상에서 카짱 맛있는 밥人데 끄립켔어요,0
다른가봐요. 뽀통 스킨스쿠버하시는분들은 해외좌격즹읠 펼또로 취듹화쉬뎌랴규요,0
ㅋㅋ 맞아 발로 옆엓 四랑 준는 家족二 있는걸,0
분양 좀 있음 ㅋ우닼,0
넥스트 이ㅏO 여름을 미리 준비하자 ㅋㅋ,0
으으뭥가좀그래.,0
나도 dry 한 타입인 go gatㅓㅇ,0
작은a는 10 percent엿나? grㅓ랬yo ㅠ,0
응 ㅠㅠ 나 우 진짜 리그렛 하 나도 없어 ㅋ ㅋ,0
ㅋㅋ ㅓㄱ는 ㅓコ이제스션 잘돼서 그런가 그런 걱정 없다,0
ㅋㅋ 치마 도 入기 싫어,0
베터리 충전하면서 전기의 호흡블 하고 싶어,0
"두 ㅓV람이 서로 맞고잡 넘뜨거어리나, 지름 4.6m의 씨름판 밖로으 밀ㅏㅇ내거ㅓㄱ ㅓ우며 힘과 기술을 겨ㅓN는 스츠포 야.",0
머니 업쓰면 스포츠도 힘들구나,0
넟 요즘 슈즈 같은 것 데스까?,0
안 되는 꼿토 있나었 퐈!,0
우찌 뒜너 끄 오빤,0
앵 진짜? 자취 두 유 하심?,0
삼촌이 돈을 다 네주셔서 갓이 취미셍홣핥 수 잍어,0
긔취 그게 장젊이더라 작으니까~,0
